id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,genres,production_companies,production_countries,spoken_languages,directors,writers,averageRating,numVotes																																
22803,Law Abiding Citizen,7.373,4637,Released,2009-10-15,127944208,109,53000000,en,Law Abiding Citizen,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,39.664,Drama,The Film Department,United Kingdom,English,F. Gary Gray,Kurt Wimmer,7.4,327147																																
634,Bridget Jones's Diary,6.744,4635,Released,2001-04-13,281929795,97,25000000,en,Bridget Jones's Diary,A chaotic Bridget Jones meets a snobbish lawyer| and he soon enters her world of imperfections.,26.933,Comedy,Working Title Films,United Kingdom,English,Sharon Maguire,Helen Fielding,6.8,269100																																
5876,The Mist,6.9,4634,Released,2007-11-21,57470220,126,18000000,en,The Mist,After a violent storm| a dense cloud of mist envelops a small Maine town| trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives| and worse| their sanity.,29.693,Horror,Darkwoods Productions,United States of America,English,Frank Darabont,Frank Darabont,7.1,350490																																
637649,Wrath of Man,7.669,4632,Released,2021-04-22,103966489,119,40000000,en,Wrath of Man,A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon| the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.,56.933,Crime,Miramax,United Kingdom,English,Guy Ritchie,Nicolas Boukhrief,7.1,216762																																
6114,Bram Stoker's Dracula,7.449,4626,Released,1992-11-13,215862692,128,40000000,en,Bram Stoker's Dracula,When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Murray| the reincarnation of Dracula's long-dead wife Elisabeta| obsessed vampire hunter Dr. Van Helsing sets out to end the madness.,35.967,Romance,American Zoetrope,United States of America,Latin,Francis Ford Coppola,Bram Stoker,7.4,247430																																
415,Batman & Robin,4.331,4625,Released,1997-06-20,238207122,125,125000000,en,Batman & Robin,Batman and Robin deal with relationship issues while preventing Mr. Freeze and Poison Ivy from attacking Gotham City.,35.285,Action,DC Comics,United States of America,English,Joel Schumacher,Bob Kane,3.8,272359																																
447200,Skyscraper,6.318,4623,Released,2018-07-11,292351275,102,125000000,en,Skyscraper,Framed and on the run| a former FBI agent must save his family from a blazing fire in the world's tallest building.,22.604,Action,Flynn Picture Company,United States of America,Cantonese,Rawson Marshall Thurber,Rawson Marshall Thurber,5.8,137541																																
23168,The Town,7.2,4616,Released,2010-09-15,154026136,125,37000000,en,The Town,Doug MacRay is a longtime thief| who| smarter than the rest of his crew| is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager| he takes on the role of monitoring her â€“ but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.,35.118,Crime,Legendary Pictures,United Kingdom,English,Ben Affleck,Peter Craig,7.5,423622																																
377,A Nightmare on Elm Street,7.324,4615,Released,1984-11-09,57000000,91,1100000,en,A Nightmare on Elm Street,Teenagers in a small town are dropping like flies| apparently in the grip of mass hysteria causing their suicides. A cop's daughter| Nancy Thompson| traces the cause to child molester Fred Krueger| who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children| claiming their lives as his revenge. Nancy and her boyfriend| Glen| must devise a plan to lure the monster out of the realm of nightmares and into the real world...,32.056,Horror,New Line Cinema,United States of America,English,Wes Craven,Wes Craven,7.4,272576																																
10545,The Hunchback of Notre Dame,7.103,4614,Released,1996-06-21,325338851,91,100000000,en,The Hunchback of Notre Dame,At the urging of his gargoyle pals| Quasimodo leaves Notre Dame tower against the wishes of his guardian| the evil Judge Claude Frollo. He ventures out to the Festival of Fools and finds his first true friend| a Romani woman named Esmeralda| who entrusts him with a secret. When the secret is revealed| Quasi soon finds himself fighting to save the people and city he loves.,37.775,Drama,Walt Disney Pictures,United States of America,Latin,Gary Trousdale,Tab Murphy,7.0,175096																																
138103,The Expendables 3,6.224,4611,Released,2014-08-07,214700000,126,95000000,en,The Expendables 3,Barney| Christmas and the rest of the team comes face-to-face with Conrad Stonebanks| who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to killâ€¦ or so he thought. Stonebanks| who eluded death once before| now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood| and brings in a new era of Expendables team members| recruiting individuals who are younger| faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendablesâ€™ most personal battle yet.,89.686,Action,Davis Films,Bulgaria,English,Patrick Hughes,Sylvester Stallone,6.1,199124																																
297,Meet Joe Black,7.302,4609,Released,1998-11-12,142940100,178,90000000,en,Meet Joe Black,"When the grim reaper comes to collect the soul of megamogul Bill Parrish| he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees| and using the pseudonym Joe Black| Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over| so is Parrish's life.",43.274,Fantasy,Universal Pictures,United States of America,Dutch,Martin Brest,Ron Osborn,7.2,272675																																
324849,The Lego Batman Movie,7.222,4593,Released,2017-02-08,311950384,104,80000000,en,The Lego Batman Movie,A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City| while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.,29.4,Animation,Lin Pictures,Denmark,English,Chris McKay,Seth Grahame-Smith,7.3,178078																																
504172,The Mule,6.829,4593,Released,2018-12-14,174804407,116,50000000,en,The Mule,Earl Stone| a man in his eighties| is broke| alone| and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough| but| unbeknownst to Earl| he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially| and Earl hit the radar of hard-charging DEA agent Colin Bates.,16.833,Crime,Imperative Entertainment,Canada,English,Clint Eastwood,Nick Schenk,7.0,156887																																
1581,The Holiday,7.078,4592,Released,2006-12-08,194168700,136,85000000,en,The Holiday,Two women| one from the United States and one from the United Kingdom| swap homes at Christmas time after bad breakups with their boyfriends. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.,19.822,Comedy,Waverly Films,United States of America,French,Nancy Meyers,Nancy Meyers,7.0,330427																																
11360,Dumbo,6.995,4591,Released,1941-10-31,1600000,64,812000,en,Dumbo,Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse|  the pint-sized pachyderm learns to surmount all obstacles.,60.157,Animation,Walt Disney Productions,United States of America,English,Samuel Armstrong,Joe Grant,7.2,144742																																
544,There's Something About Mary,6.585,4589,Released,1998-07-15,369884651,119,23000000,en,There's Something About Mary,For Ted| prom night went about as bad as itâ€™s possible for any night to go. Thirteen years later| he finally gets another chance with his old prom date| only to run up against other suitors including the sleazy detective he hired to find her.,28.083,Romance,20th Century Fox,United States of America,English,Bobby Farrelly,Ed Decter,7.1,334462																																
9880,The Princess Diaries,6.942,4583,Released,2001-08-03,165335153,115,37000000,en,The Princess Diaries,A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father| who| unknown to her| was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.,29.469,Comedy,Bottom of the Ninth Productions,United States of America,English,Garry Marshall,Meg Cabot,6.4,169291																																
290595,The Huntsman: Winter's War,6.288,4573,Released,2016-04-06,164989338,114,115000000,en,The Huntsman: Winter's War,As two evil sisters prepare to conquer the land| two renegadesâ€”Eric the Huntsman| who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman| and his forbidden lover| Saraâ€”set out to stop them.,23.024,Action,Roth Films,China,English,Cedric Nicolas-Troyan,Evan Spiliotopoulos,6.1,121758																																
253412,Everest,6.81,4567,Released,2015-09-10,203427584,121,55000000,en,Everest,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain| ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet| the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",28.694,Adventure,Cross Creek Pictures,Iceland,English,Baltasar KormÃ¡kur,William Nicholson,7.1,236331																																
5548,RoboCop,7.297,4559,Released,1987-07-17,53424681,102,13000000,en,RoboCop,In a violent| near-apocalyptic Detroit| evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs| the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans| he turns on his masters.,38.935,Action,Orion Pictures,United States of America,English,Paul Verhoeven,Edward Neumeier,7.6,290338																																
2770,American Pie 2,6.218,4553,Released,2001-08-10,287553595,108,30000000,en,American Pie 2,After a year apart - attending different schools| meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out| whether that will happen or not has a lot to do with the girls. Between the wild parties| outrageous revelations and yes| a trip to band camp| they discover that times change and people change| but in the end| it's all about sticking together.,33.988,Comedy,Universal Pictures,United States of America,English,J.B. Rogers,Adam Herz,6.4,274670																																
97367,The Place Beyond the Pines,6.963,4535,Released,2013-03-14,47135966,140,15000000,en,The Place Beyond the Pines,A motorcycle stunt rider considers committing a crime in order to provide for his wife and child| an act that puts him on a collision course with a cop-turned-politician.,24.548,Drama,Sidney Kimmel Entertainment,United States of America,English,Derek Cianfrance,Derek Cianfrance,7.3,295181																																
661374,Glass Onion: A Knives Out Mystery,7.059,4530,Released,2022-11-12,13280000,140,40000000,en,Glass Onion: A Knives Out Mystery,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,48.932,Comedy,T-Street Productions,United States of America,English,Rian Johnson,Rian Johnson,7.1,460530																																
1491,The Illusionist,7.286,4528,Released,2006-08-18,87892388,110,16500000,en,The Illusionist,With his eye on a lovely aristocrat| a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed| a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.,23.03,Fantasy,Contagious Entertainment,United States of America,English,Neil Burger,Neil Burger,7.5,393590																																
268896,Pacific Rim: Uprising,6.13,4528,Released,2018-03-21,290061297,111,150000000,en,Pacific Rim: Uprising,It has been ten years since The Battle of the Breach and the oceans are still| but restless. Vindicated by the victory at the Breach| the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.,44.753,Action,Legendary Pictures,United States of America,English,Steven S. DeKnight,Steven S. DeKnight,5.6,130431																																
4547,Panic Room,6.757,4523,Released,2002-03-29,197079546,111,48000000,en,Panic Room,Trapped in their New York brownstone's panic room| a hidden chamber built as a sanctuary in the event of break-ins| newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham| Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.,20.66,Crime,Columbia Pictures,United States of America,English,David Fincher,David Koepp,6.8,302524																																
5559,Bee Movie,6.016,4500,Released,2007-10-28,287594577,91,150000000,en,Bee Movie,Barry B. Benson| a bee who has just graduated from college| is disillusioned at his lone career choice: making honey. On a special trip outside the hive| Barry's life is saved by Vanessa| a florist in New York City. As their relationship blossoms| he discovers humans actually eat honey| and subsequently decides to sue us.,34.085,Family,Columbus 81 Productions,United States of America,English,Simon J. Smith,Jerry Seinfeld,6.1,184296																																
308266,War Dogs,6.901,4498,Released,2016-08-18,86234523,114,40000000,en,War Dogs,Based on the true story of two young men| David Packouz and Efraim Diveroli| who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.,35.508,Comedy,The Mark Gordon Company,United States of America,Albanian,Todd Phillips,Stephen Chin,7.1,268492																																
7443,Chicken Run,6.758,4494,Released,2000-06-23,224834564,84,45000000,en,Chicken Run,The creators of Wallace & Gromit bring you an exciting and original story about a group of chickens determined to fly the coopâ€“even if they canâ€™t fly! Itâ€™s hardly poultry in motion when Rocky attempts to teach Ginger and her feathered friends to flyâ€¦but| with teamwork| determination and a little bit oâ€™ cluck| the fearless flock plots one last attempt in a spectacular bid for freedom.,36.884,Animation,DreamWorks Animation,United Kingdom,English,Peter Lord,Peter Lord,7.1,215737																																
343611,Jack Reacher: Never Go Back,5.945,4489,Released,2016-10-19,162146076,118,60000000,en,Jack Reacher: Never Go Back,When Major Susan Turner is arrested for treason| ex-investigator Jack Reacher undertakes the challenging task to prove her innocence and ends up exposing a shocking conspiracy.,57.904,Action,Skydance,China,English,Edward Zwick,Richard Wenk,6.2,181577																																
508947,Turning Red,7.442,4484,Released,2022-03-10,18879922,100,190000000,en,Turning Red,Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist â€“ when she gets too excited| she transforms into a giant red panda.,93.162,Animation,Walt Disney Pictures,United States of America,Cantonese,Domee Shi,Domee Shi,7.0,159821																																
9377,Ferris Bueller's Day Off,7.603,4479,Released,1986-06-11,70136369,103,6000000,en,Ferris Bueller's Day Off,After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day| he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron| all the while trying to outwit his wily school principal and fed-up sister.,39.933,Comedy,Paramount,United States of America,English,John Hughes,John Hughes,7.8,395789																																
479455,Men in Black: International,5.937,4478,Released,2019-06-12,253890701,115,110000000,en,Men in Black: International,The Men in Black have always protected the Earth from the scum of the universe. In this new adventure| they tackle their biggest| most global threat to date: a mole in the Men in Black organization.,24.845,Comedy,Amblin Entertainment,China,French,F. Gary Gray,Matt Holloway,5.6,150850																																
88751,Journey to the Center of the Earth,6.062,4474,Released,2008-07-10,101702060,93,45000000,en,Journey to the Center of the Earth,On a quest to find out what happened to his missing brother| a scientist| his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.,24.977,Action,New Line Cinema,United States of America,English,Eric Brevig,Michael D. Weiss,5.8,134170																																
310307,The Founder,7.112,4472,Released,2016-09-13,24121245,115,15000000,en,The Founder,The true story of how Ray Kroc| a salesman from Illinois| met Mac and Dick McDonald| who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothersâ€™ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.,30.214,Drama,Speedie Distribution,United States of America,English,John Lee Hancock,Robert Siegel,7.2,185539																																
2118,L.A. Confidential,7.785,4463,Released,1997-09-19,126216940,138,35000000,en,L.A. Confidential,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,22.473,Crime,Regency Enterprises,United States of America,English,Curtis Hanson,James Ellroy,8.2,630823																																
559969,El Camino: A Breaking Bad Movie,6.948,4454,Released,2019-10-11,0,123,0,en,El Camino: A Breaking Bad Movie,In the wake of his dramatic escape from captivity| Jesse Pinkman must come to terms with his past in order to forge some kind of future.,23.311,Crime,Sony Pictures Television Studios,United States of America,English,Vince Gilligan,Vince Gilligan,7.3,304785																																
274855,Geostorm,6.11,4441,Released,2017-10-12,221600160,109,120000000,en,Geostorm,After an unprecedented series of natural disasters threatened the planet| the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now| something has gone wrong: the system built to protect Earth is attacking it| and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.,84.712,Action,Twisted Media,Canada,English,Dean Devlin,Dean Devlin,5.3,122702																																
399174,Isle of Dogs,7.857,4427,Released,2018-03-23,64337744,101,62770198,en,Isle of Dogs,In the future| an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island used as a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.,18.059,Adventure,Studio Babelsberg,Germany,English,Wes Anderson,Wes Anderson,7.8,195572																																
693,Meet the Fockers,6.233,4427,Released,2004-12-22,516642939,115,80000000,en,Meet the Fockers,Hard-to-crack ex-CIA man Jack Byrnes and his wife Dina head for the warmer climes of Florida to meet the parents of their son-in-law-to-be| Greg Focker. Unlike their happily matched offspring| the future in-laws find themselves in a situation of opposites that definitely do not attract.,23.853,Comedy,Universal Pictures,United States of America,English,Jay Roach,Jim Herzfeld,6.3,291508																																
117251,White House Down,6.446,4421,Released,2013-06-27,205366737,131,150000000,en,White House Down,Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news| he takes her on a tour of the White House| when the complex is overtaken by a heavily armed paramilitary group. Now| with the nation's government falling into chaos and time running out| it's up to Cale to save the president| his daughter| and the country.,34.496,Action,Iron Horse Entertainment,United States of America,English,Roland Emmerich,James Vanderbilt,6.3,240210																																
267860,London Has Fallen,6.182,4408,Released,2016-03-02,205754447,99,60000000,en,London Has Fallen,In London for the Prime Minister's funeral| Mike Banning discovers a plot to assassinate all the attending world leaders.,39.273,Action,Millennium Media,Bulgaria,English,Babak Najafi,Creighton Rothenberger,5.9,172678																																
52449,Bad Teacher,5.579,4404,Released,2011-05-16,216197492,92,20000000,en,Bad Teacher,A lazy| incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancÃ© dumps her.,21.898,Comedy,Columbia Pictures,United States of America,English,Jake Kasdan,Gene Stupnitsky,5.7,215171																																
7485,Shooter,7.097,4401,Released,2007-03-22,95696996,124,61000000,en,Shooter,A top Marine sniper| Bob Lee Swagger| leaves the military after a mission goes horribly awry and disappears| living in seclusion. He is coaxed back into service after a high-profile government official convinces him to help thwart a plot to kill the President of the United States. Ultimately double-crossed and framed for the attempt| Swagger becomes the target of a nationwide manhunt. He goes on the run to track the real killer and find out who exactly set him up| and why| eventually seeking revenge against some of the most powerful and corrupt leaders in the free world.,38.734,Action,Paramount,United States of America,English,Antoine Fuqua,Stephen Hunter,7.1,362013																																
569094,Spider-Man: Across the Spider-Verse,8.442,4394,Released,2023-05-31,683241751,140,100000000,en,Spider-Man: Across the Spider-Verse,After reuniting with Gwen Stacy| Brooklynâ€™s full-time| friendly neighborhood Spider-Man is catapulted across the Multiverse| where he encounters the Spider Society| a team of Spider-People charged with protecting the Multiverseâ€™s very existence. But when the heroes clash on how to handle a new threat| Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.,512.336,Animation,Columbia Pictures,United States of America,English,Joaquim Dos Santos,Phil Lord,8.6,416763																																
23629,Sucker Punch,6.172,4394,Released,2011-03-24,89792502,110,82000000,en,Sucker Punch,A young girl| institutionalised by her abusive stepfather| retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.,26.562,Action,Legendary Pictures,Canada,English,Zack Snyder,Zack Snyder,6.1,255093																																
563,Starship Troopers,7.03,4392,Released,1997-11-07,121214377,129,105000000,en,Starship Troopers,"Set in the future| the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",36.346,Adventure,Touchstone Pictures,United States of America,English,Paul Verhoeven,Edward Neumeier,7.3,329002																																
41630,No Strings Attached,6.289,4381,Released,2011-01-21,149228077,107,25000000,en,No Strings Attached,Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing| can sex friends stay best friends?,35.559,Comedy,Katalyst Films,United States of America,English,Ivan Reitman,Elizabeth Meriwether,6.2,247204																																
8078,Alien Resurrection,6.131,4378,Released,1997-11-12,162000000,109,70000000,en,Alien Resurrection,Two hundred years after Lt. Ripley died| a group of scientists clone her| hoping to breed the ultimate weapon. But the new Ripley is full of surprises â€¦ as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.,31.359,Science Fiction,Brandywine Productions,United States of America,English,Jean-Pierre Jeunet,Dan O'Bannon,6.2,276307																																
2109,Rush Hour,7.013,4374,Released,1998-09-18,244721064,98,33000000,en,Rush Hour,When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping| the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines| Lee and Carter form an unlikely partnership and investigate the case themselves.,38.783,Action,Roger Birnbaum Productions,United States of America,Cantonese,Brett Ratner,Ross LaManna,7.0,303168																																
298312,The Visit,6.317,4370,Released,2015-09-10,98450062,94,5000000,en,The Visit,A brother and sister are sent to their grandparents' remote Pennsylvania farm for a week| where they discover that the elderly couple is involved in something deeply disturbing.,19.603,Horror,Blumhouse Productions,United States of America,English,M. Night Shyamalan,M. Night Shyamalan,6.3,159548																																
46529,I Am Number Four,6.174,4366,Released,2011-02-18,149878437,109,50000000,en,I Am Number Four,A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run| the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity| and along with his guardian| Henri| he is constantly moving from town to town. With each passing day| John gains a stronger grasp on his extraordinary new powers| and his bond to the beings that share his fantastic fate grows stronger.,40.182,Action,Touchstone Pictures,United States of America,French,D.J. Caruso,Alfred Gough,6.1,248400																																
1265,Bridge to Terabithia,7.292,4366,Released,2007-02-15,137587063,96,60000000,en,Bridge to Terabithia,Jesse Aarons trained all summer to become the fastest runner in school| so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences| including that she's rich| he's poor| and she's a city girl| he's a country boy| the two become fast friends. Together| they create Terabithia| a land of monsters| trolls| ogres| and giants and rule as king and queen.,29.744,Adventure,Lauren Levine Productions Inc.,United States of America,English,Gabor Csupo,Jeff Stockwell,7.2,178086																																
7551,DÃ©jÃ  Vu,6.843,4361,Released,2006-11-22,180557550,126,75000000,en,DÃ©jÃ  Vu,Called in to recover evidence in the aftermath of a horrific explosion on a New Orleans ferry| Federal agent Doug Carlin gets pulled away from the scene and taken to a top-secret government lab that uses a time-shifting surveillance device to help prevent crime.,34.182,Action,Touchstone Pictures,United Kingdom,English,Tony Scott,Bill Marsilii,7.1,332756																																
2667,The Blair Witch Project,6.336,4359,Released,1999-07-14,248639099,81,60000,en,The Blair Witch Project,In October of 1994 three student filmmakers disappeared in the woods near Burkittsville| Maryland| while shooting a documentary. A year later their footage was found.,30.098,Horror,Haxan Films,United States of America,English,Daniel Myrick,Daniel Myrick,6.5,295844																																
509967,6 Underground,6.34,4358,Released,2019-12-13,0,128,150000000,en,6 Underground,After faking his death| a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.,30.14,Action,Skydance,United States of America,English,Michael Bay,Paul Wernick,6.1,201697																																
503919,The Lighthouse,7.512,4352,Released,2019-10-18,18129854,109,11000000,en,The Lighthouse,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,21.971,Drama,A24,Brazil,English,Robert Eggers,Robert Eggers,7.4,267764																																
433,Mary Poppins,7.569,4350,Released,1964-12-17,103082380,139,6000000,en,Mary Poppins,Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins| an angelic nanny. She not only brings a change in their lives but also spreads happiness.,27.399,Comedy,Walt Disney Productions,United States of America,English,Robert Stevenson,Bill Walsh,7.8,189394																																
424139,Halloween,6.542,4342,Released,2018-10-18,259900000,106,10000000,en,Halloween,Laurie Strode comes to her final confrontation with Michael Myers| the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.,30.021,Horror,Universal Pictures,United States of America,English,David Gordon Green,John Carpenter,6.5,175775																																
10947,High School Musical,6.566,4342,Released,2006-01-20,0,98,4200000,en,High School Musical,Troy| the popular captain of the basketball team| and Gabriella| the brainy and beautiful member of the academic club| break all the rules of East High society when they secretly audition for the leads in the school's musical. As they reach for the stars and follow their dreams| everyone learns about acceptance| teamwork| and being yourself.,21.963,Comedy,Salty Pictures,United States of America,English,Kenny Ortega,Peter Barsocchini,5.6,99022																																
10865,Atlantis: The Lost Empire,6.981,4339,Released,2001-06-02,186053725,95,120000000,en,Atlantis: The Lost Empire,The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1|000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the team's mission must switch from exploring Atlantis to protecting it.,25.66,Animation,Walt Disney Pictures,United States of America,English,Gary Trousdale,Tab Murphy,6.9,137977																																
36586,Blade II,6.516,4338,Released,2002-03-22,155010032,117,54000000,en,Blade II,A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans| transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.,28.515,Fantasy,New Line Cinema,United States of America,Czech,Guillermo del Toro,Marv Wolfman,6.7,240636																																
431,Cube,6.796,4336,Released,1997-09-09,8969065,90,350000,en,Cube,A group of strangers find themselves trapped in a maze-like prison. It soon becomes clear that each of them possesses the peculiar skills necessary to escape| if they don't wind up dead first.,17.647,Thriller,Cube Libre,Canada,German,Vincenzo Natali,AndrÃ© Bijelic,7.1,252194																																
9740,Hannibal,6.771,4320,Released,2001-02-08,351692268,131,87000000,en,Hannibal,After having successfully eluded the authorities for years| Hannibal peacefully lives in Italy in disguise as an art scholar. Trouble strikes again when he's discovered leaving a deserving few dead in the process. He returns to America to make contact with now disgraced Agent Clarice Starling| who is suffering the wrath of a malicious FBI rival as well as the media.,5.532,Crime,Dino De Laurentiis Company,United Kingdom,English,Ridley Scott,Thomas Harris,6.8,299695																																
14869,G.I. Joe: The Rise of Cobra,5.762,4320,Released,2009-08-03,302469017,118,175000000,en,G.I. Joe: The Rise of Cobra,From the Egyptian desert to deep below the polar ice caps| the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.,60.412,Adventure,Paramount,Czech Republic,English,Stephen Sommers,Stuart Beattie,5.7,216598																																
8065,21,6.7,4317,Released,2008-03-27,159808370,123,35000000,en,21,Ben Campbell is a young| highly intelligent| student at M.I.T. who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine to become a doctor| Ben learns that he cannot afford the $300|000 tuition as he comes from a poor| working-class background. But one evening| Ben is introduced by his unorthodox math professor to  a small but secretive club.  Students Jill| Choi| Kianna| and Fisher| who are being trained by Professor Rosa in to count cards at blackjack.,25.256,Drama,Columbia Pictures,United States of America,English,Robert Luketic,Peter Steinfeld,6.8,270063																																
522681,Escape Room,6.535,4315,Released,2019-01-03,155712077,100,9000000,en,Escape Room,Six strangers find themselves in circumstances beyond their control| and must use their wits to survive.,25.429,Horror,Original Film,United States of America,English,Adam Robitel,Bragi F. Schut,6.4,147233																																
376570,Hush,6.739,4313,Released,2016-03-12,0,82,0,en,Hush,A deaf woman is stalked by a psychotic killer in her secluded home.,12.858,Horror,Intrepid Pictures,United States of America,English,Mike Flanagan,Mike Flanagan,6.6,159214																																
14306,Marley & Me,7.199,4312,Released,2008-12-25,255743093,115,60000000,en,Marley & Me,A newly married couple| in the process of starting a family| learn many of life's important lessons from their trouble-loving retriever| Marley. Packed with plenty of laughs to lighten the load| the film explores the highs and lows of marriage| maturity and confronting one's own mortality| as seen through the lens of family life with a dog.,21.498,Comedy,Sunswept Entertainment,United States of America,English,David Frankel,Scott Frank,7.0,170142																																
